AssemblyCenter,Date,Component,Type,subtype,Qty,Vendor
Mawai,2015-11-04,LoadWire,M,1,1,
Mawai,2015-11-04,SolarPanel,M,1,1,
Mawai,2015-11-08,GooseNeck,M,1,4,
Mawai,2015-11-08,LEDFace,M,1,13,
Mawai,2015-11-08,LEDReflector,M,1,13,
Mawai,2015-11-08,LEDStrip,M,1,7,
Mawai,2015-11-08,LEDTop,M,1,13,
Mawai,2015-11-08,LoadWire,M,1,17,
Mawai,2015-11-08,PushButton,M,1,4,
Mawai,2015-12-05,Battery,M,1,7,
Mawai,2015-12-05,GooseNeck,M,1,3,
Mawai,2015-12-05,LEDFace,M,1,9,
Mawai,2015-12-05,LEDReflector,M,1,9,
Mawai,2015-12-05,LEDTop,M,1,9,
Mawai,2015-12-05,LoadWire,M,1,24,
Mawai,2015-12-05,PCB,M,1,6,
Mawai,2015-12-05,PushButton,M,1,11,
Mawai,2015-12-05,SolarPanel,M,1,4,
Mawai,2015-12-05,SolarPanel,P,1,12,
Mawai,2015-12-31,BaseBottom,M,1,4,
Mawai,2015-12-31,BaseTop,M,1,4,
Mawai,2015-12-31,Battery,M,1,4,
Mawai,2015-12-31,Battery,P,1,1,
Mawai,2015-12-31,GooseNeck,M,1,5,
Mawai,2015-12-31,LEDFace,M,1,7,
Mawai,2015-12-31,LEDReflector,M,1,7,
Mawai,2015-12-31,LEDTop,M,1,7,
Mawai,2015-12-31,LoadWire,M,1,3,
Mawai,2015-12-31,PCB,M,1,7,
Mawai,2015-12-31,PushButton,M,1,9,
Mawai,2015-12-31,SolarPanel,M,1,6,
Mawai,2016-01-04,LEDStrip,T,1,2,
Mawai,2016-01-04,SolarPanel,T,1,5,
Mohgaon,2015-11-09,BaseTop,P,1,1,
Mohgaon,2015-11-09,Battery,P,1,256,
Mohgaon,2015-11-09,Battery,T,1,60,
Mohgaon,2015-11-09,GooseNeck,M,1,1,
Mohgaon,2015-11-09,LEDFace,M,1,48,
Mohgaon,2015-11-09,LEDFace,P,1,6,
Mohgaon,2015-11-09,LEDReflector,M,1,48,
Mohgaon,2015-11-09,LEDReflector,P,1,3,
Mohgaon,2015-11-09,LEDStrip,M,1,2,
Mohgaon,2015-11-09,LEDTop,M,1,48,
Mohgaon,2015-11-09,LEDTop,P,1,2,
Mohgaon,2015-11-09,LoadWire,M,1,6,
Mohgaon,2015-11-09,LoadWire,P,1,5,
Mohgaon,2015-11-09,PCB,T,1,52,
Mohgaon,2015-11-09,SolarPanel,M,1,1,
Mohgaon,2015-11-09,SolarPanel,P,1,29,
Mohgaon,2015-11-09,SolarPanel,T,1,32,
Mohgaon,2015-11-15,BaseTop,P,1,7,
Mohgaon,2015-11-15,Battery,M,1,6,
Mohgaon,2015-11-15,Battery,P,1,41,
Mohgaon,2015-11-15,Battery,T,1,9,
Mohgaon,2015-11-15,GooseNeck,P,1,1,
Mohgaon,2015-11-15,LEDFace,P,1,1,
Mohgaon,2015-11-15,LEDReflector,P,1,1,
Mohgaon,2015-11-15,LoadWire,P,1,5,
Mohgaon,2015-11-15,PackageBox,M,1,305,
Mohgaon,2015-11-15,PackageBox,P,1,3,
Mohgaon,2015-11-15,PCB,M,1,23,
Mohgaon,2015-11-15,SolarPanel,P,1,49,
Mohgaon,2015-11-15,SolarPanel,T,1,46,
Mohgaon,2015-12-08,BaseBottom,P,1,4,
Mohgaon,2015-12-08,BaseTop,P,1,4,
Mohgaon,2015-12-08,Battery,M,1,3,
Mohgaon,2015-12-08,GooseNeck,M,1,3,
Mohgaon,2015-12-08,LEDFace,P,1,9,
Mohgaon,2015-12-08,LEDReflector,P,1,3,
Mohgaon,2015-12-08,LEDStrip,M,1,24,
Mohgaon,2015-12-08,LEDTop,P,1,4,
Mohgaon,2015-12-08,LoadWire,M,1,11,
Mohgaon,2015-12-08,PackageBox,M,1,7,
Mohgaon,2015-12-08,PCB,M,1,13,
Mohgaon,2015-12-08,PushButton,M,1,5,
Mohgaon,2015-12-08,SolarPanel,P,1,2,
Mohgaon,2015-12-14,Battery,T,1,1,
Mohgaon,2015-12-14,PCB,T,1,2,
Mohgaon,2015-12-14,SolarPanel,T,1,3,
Mohgaon,2015-12-16,Battery,T,1,7,
Mohgaon,2015-12-16,PCB,T,1,3,
Mohgaon,2015-12-17,PCB,T,1,1,
Mohgaon,2015-12-17,SolarPanel,T,1,3,
Mohgaon,2015-12-18,Battery,T,1,3,
Mohgaon,2015-12-18,PCB,T,1,4,
Mohgaon,2015-12-18,SolarPanel,T,1,2,
Mohgaon,2015-12-19,LEDStrip,T,1,1,
Mohgaon,2015-12-19,PCB,T,1,4,
Mohgaon,2015-12-19,SolarPanel,T,1,1,
Mohgaon,2015-12-28,Battery,M,1,3,
Mohgaon,2015-12-28,GooseNeck,M,1,2,
Mohgaon,2015-12-28,GooseNeck,P,1,2,
Mohgaon,2015-12-28,LEDFace,M,1,5,
Mohgaon,2015-12-28,LEDReflector,M,1,5,
Mohgaon,2015-12-28,LEDTop,M,1,5,
Mohgaon,2015-12-28,LoadWire,M,1,17,
Mohgaon,2015-12-28,LoadWire,P,1,1,
Mohgaon,2015-12-28,PCB,M,1,2,
Mohgaon,2015-12-28,PushButton,M,1,3,
Mohgaon,2015-12-28,SolarPanel,M,1,1,
Mohgaon,2015-12-28,SolarPanel,P,1,19,
Mohgaon,2015-12-30,SolarPanel,T,1,2,
Mohgaon,2015-12-31,Battery,T,1,1,
Mohgaon,2015-12-31,PCB,T,1,10,
Mohgaon,2016-01-01,PCB,T,1,3,
Mohgaon,2016-01-01,SolarPanel,T,1,2,
Mohgaon,2016-01-02,Battery,T,1,1,
Mohgaon,2016-01-02,PCB,T,1,7,
Mohgaon,2016-01-02,SolarPanel,T,1,7,
Mohgaon,2016-01-04,Battery,T,1,2,
Mohgaon,2016-01-04,PCB,T,1,2,
Mohgaon,2016-01-04,SolarPanel,T,1,2,
Mohgaon,2016-01-05,PCB,T,1,1,
Narayanganj,2015-12-15,BaseBottom,P,1,1,
Narayanganj,2015-12-15,BaseTop,P,1,1,
Narayanganj,2015-12-15,Battery,M,1,1,
Narayanganj,2015-12-15,Battery,P,1,1,
Narayanganj,2015-12-15,Battery,T,1,8,
Narayanganj,2015-12-15,GooseNeck,P,1,1,
Narayanganj,2015-12-15,IdeaStickers,M,1,2,
Narayanganj,2015-12-15,LEDFace,M,1,1,
Narayanganj,2015-12-15,LEDFace,P,1,3,
Narayanganj,2015-12-15,LEDReflector,M,1,1,
Narayanganj,2015-12-15,LEDStrip,M,1,19,
Narayanganj,2015-12-15,LEDStrip,T,1,5,
Narayanganj,2015-12-15,LEDTop,M,1,1,
Narayanganj,2015-12-15,LEDTop,P,1,1,
Narayanganj,2015-12-15,LoadWire,M,1,5,
Narayanganj,2015-12-15,LoadWire,P,1,6,
Narayanganj,2015-12-15,PackageBox,M,1,1,
Narayanganj,2015-12-15,PackageBox,P,1,6,
Narayanganj,2015-12-15,PCB,M,1,3,
Narayanganj,2015-12-15,SolarPanel,M,1,2,
Narayanganj,2015-12-15,SolarPanel,P,1,102,
Narayanganj,2015-12-15,SolarPanel,T,1,1,
Narayanganj,2016-01-10,BaseBottom,M,1,17,G1
Narayanganj,2016-01-10,BaseTop,M,1,17,G1
Narayanganj,2016-01-10,Battery,P,1,5,
Narayanganj,2016-01-10,Battery,T,1,5,
Narayanganj,2016-01-10,Battery,M,1,24,G1
Narayanganj,2016-01-10,GooseNeck,P,1,1,
Narayanganj,2016-01-10,GooseNeck,M,1,12,G1
Narayanganj,2016-01-10,IdeaStickers,M,1,5,G1
Narayanganj,2016-01-10,LEDFace,P,1,1,
Narayanganj,2016-01-10,LEDFace,M,1,16,G1
Narayanganj,2016-01-10,LEDReflector,P,1,1,
Narayanganj,2016-01-10,LEDReflector,M,1,16,G1
Narayanganj,2016-01-10,LEDStrip,T,1,1,
Narayanganj,2016-01-10,LEDStrip,M,1,25,G1
Narayanganj,2016-01-10,LEDTop,M,1,16,G1
Narayanganj,2016-01-10,LoadWire,P,1,2,
Narayanganj,2016-01-10,LoadWire,M,1,20,G1
Narayanganj,2016-01-10,PackageBox,P,1,4,
Narayanganj,2016-01-10,PCB,T,1,10,
Narayanganj,2016-01-10,PCB,M,1,18,G1
Narayanganj,2016-01-10,PushButton,M,1,10,G1
Narayanganj,2016-01-10,Screws,M,1,160,G1
Narayanganj,2016-01-10,SolarPanel,P,1,43,
Narayanganj,2016-01-10,SolarPanel,T,1,2,
Narayanganj,2016-01-10,SolarPanel,M,1,43,G1
Multai,2015-12-03,LEDFace,P,1,1,
Multai,2015-12-04,BaseBottom,P,1,1,
Multai,2015-12-04,LEDFace,P,1,3,
Multai,2015-12-04,PCB,P,1,2,
Multai,2015-12-04,PCB,T,2,5,
Multai,2015-12-07,SolarPanel,P,1,5,
Multai,2015-12-08,LEDFace,P,1,10,
Multai,2015-12-08,PCB,T,1,3,
Multai,2015-12-08,PCB,T,2,6,
Multai,2015-12-16,LEDFace,P,1,12,
Multai,2015-12-16,PackageBox,P,1,1,
Multai,2015-12-16,PCB,T,1,4,
Multai,2015-12-16,PCB,T,2,4,
Multai,2015-12-16,SolarPanel,T,1,2,
Multai,2015-12-17,LEDFace,P,1,13,
Multai,2015-12-17,PCB,T,1,1,
Multai,2015-12-17,PCB,T,2,4,
Multai,2015-12-17,SolarPanel,T,1,3,
Multai,2015-12-18,LEDFace,P,1,7,
Multai,2015-12-18,PCB,T,1,2,
Multai,2015-12-18,PCB,T,2,3,
Multai,2015-12-18,SolarPanel,T,1,1,
Multai,2015-12-19,Battery,T,1,5,
Multai,2015-12-19,LEDFace,P,1,4,
Multai,2015-12-19,PCB,T,2,2,
Multai,2015-12-22,GooseNeck,M,1,24,
Multai,2015-12-22,PCB,M,1,2,
Multai,2015-12-22,SolarPanel,M,1,5,
Multai,2015-12-22,SolarPanel,P,1,5,
Multai,2015-12-23,Battery,T,1,2,
Multai,2015-12-23,LoadWire,P,1,2,
Multai,2015-12-23,PCB,T,1,3,
Multai,2015-12-23,PCB,T,2,13,
Multai,2015-12-24,Battery,T,1,2,
Multai,2015-12-24,LoadWire,P,1,1,
Multai,2015-12-24,PCB,T,1,3,
Multai,2015-12-24,PCB,T,2,12,
Multai,2015-12-24,SolarPanel,P,1,3,
Multai,2015-12-24,SolarPanel,T,1,1,
Multai,2015-12-25,BaseTop,P,1,1,
Multai,2015-12-25,Battery,T,1,4,
Multai,2015-12-25,LEDFace,P,1,4,
Multai,2015-12-25,PCB,T,1,4,
Multai,2015-12-25,SolarPanel,T,1,2,
Multai,2015-12-26,LEDFace,P,1,3,
Multai,2015-12-26,PCB,T,1,2,
Multai,2015-12-27,PCB,T,2,7,
Multai,2015-12-28,PCB,T,1,1,
Multai,2015-12-28,PCB,T,2,6,
Multai,2015-12-28,SolarPanel,T,1,9,
Multai,2015-12-29,BaseBottom,M,1,1,
Multai,2015-12-29,BaseTop,M,1,1,
Multai,2015-12-29,GooseNeck,M,1,14,
Multai,2015-12-29,LEDFace,M,1,5,
Multai,2015-12-29,LEDStrip,M,1,30,
Multai,2015-12-29,LEDTop,M,1,4,
Multai,2015-12-29,PCB,M,1,5,
Multai,2015-12-29,SolarPanel,M,1,6,
Multai,2015-12-29,SolarPanel,P,1,5,
Multai,2015-12-30,BaseBottom,P,1,1,
Multai,2015-12-30,Battery,T,1,5,
Multai,2015-12-30,LEDFace,P,1,3,
Multai,2015-12-30,LoadWire,P,1,4,
Multai,2015-12-31,Battery,T,1,5,
Multai,2015-12-31,LEDFace,P,1,1,
Multai,2015-12-31,LEDStrip,T,1,1,
Multai,2015-12-31,PCB,T,1,3,
Multai,2016-01-02,BaseBottom,P,1,1,
Multai,2016-01-02,SolarPanel,T,1,5,
Multai,2016-01-03,BaseBottom,P,1,1,
Multai,2016-01-03,Battery,T,1,7,
Multai,2016-01-03,LEDFace,P,1,6,
Multai,2016-01-03,LEDStrip,T,1,1,
Multai,2016-01-03,PCB,T,1,4,
Multai,2016-01-03,PCB,T,2,10,
Multai,2016-01-07,Battery,M,1,5,S1
Multai,2016-01-07,GooseNeck,M,1,15,S1
Multai,2016-01-07,LEDFace,M,1,6,S1
Multai,2016-01-07,LEDTop,M,1,6,S1
Multai,2016-01-07,LoadWire,M,1,31,S1
Multai,2016-01-07,PCB,M,1,12,S1
Multai,2016-01-07,SolarPanel,M,1,3,S1
Multai,2016-01-08,PCB,T,1,2,S1
Multai,2016-01-08,PCB,T,2,10,S1
Multai,2016-12-01,Battery,T,1,10,
Multai,2016-12-01,SolarPanel,T,1,6,
Betul,2015-11-26,SolarPanel,P,1,16,
Betul,2015-12-03,PackageBox,P,1,2,
Betul,2015-12-03,SolarPanel,P,1,2,
Betul,2015-12-03,SolarPanel,T,1,1,
Betul,2015-12-04,LEDFace,P,1,4,
Betul,2015-12-04,PCB,P,1,1,
Betul,2015-12-05,BaseBottom,P,1,1,
Betul,2015-12-05,Battery,T,1,1,
Betul,2015-12-05,LEDFace,P,1,5,
Betul,2015-12-05,LoadWire,P,1,1,
Betul,2015-12-05,PackageBox,P,1,1,
Betul,2015-12-05,PCB,T,1,2,
Betul,2015-12-05,PCB,T,2,4,
Betul,2015-12-10,BaseBottom,P,1,1,
Betul,2015-12-10,Battery,T,1,4,
Betul,2015-12-10,PackageBox,P,1,13,
Betul,2015-12-10,PCB,T,1,3,
Betul,2015-12-10,PCB,T,2,2,
Betul,2015-12-10,SolarPanel,T,1,1,
Betul,2015-12-15,Battery,T,1,8,
Betul,2015-12-15,LEDFace,P,1,7,
Betul,2015-12-15,PackageBox,P,1,5,
Betul,2015-12-15,PCB,P,1,5,
Betul,2015-12-15,PCB,T,1,4,
Betul,2015-12-15,PCB,T,2,1,
Betul,2015-12-16,Battery,T,1,1,
Betul,2015-12-16,LEDFace,P,1,2,
Betul,2015-12-16,PCB,T,1,1,
Betul,2015-12-23,Battery,M,1,1,
Betul,2015-12-23,GooseNeck,E,1,30,
Betul,2015-12-23,LEDFace,M,1,17,
Betul,2015-12-23,LEDTop,M,1,13,
Betul,2015-12-23,PackageBox,M,1,8,
Betul,2015-12-23,PCB,M,1,6,
Betul,2015-12-23,SolarPanel,M,1,10,
Betul,2015-12-23,SolarPanel,P,1,3,
Betul,2015-12-30,GooseNeck,M,1,5,
Betul,2015-12-30,LEDFace,M,1,15,
Betul,2015-12-30,LEDStrip,M,1,2,
Betul,2015-12-30,LEDTop,M,1,15,
Betul,2015-12-30,PackageBox,M,1,3,
Betul,2015-12-30,PCB,M,1,2,
Betul,2015-12-30,SolarPanel,M,1,1,
Betul,2016-01-07,BaseBottom,M,1,18,S1
Betul,2016-01-07,BaseTop,M,1,18,S1
Betul,2016-01-07,Battery,M,1,5,S1
Betul,2016-01-07,GooseNeck,M,1,5,S1
Betul,2016-01-07,LEDFace,M,1,6,S1
Betul,2016-01-07,LEDStrip,M,1,6,S1
Betul,2016-01-07,LEDTop,M,1,6,S1
Betul,2016-01-07,PackageBox,M,1,15,S1
Betul,2016-01-07,PCB,M,1,12,S1
Betul,2016-01-07,SolarPanel,M,1,4,S1
Beohari,2015-12-04,GooseNeck,M,1,6,
Beohari,2015-12-04,LoadWire,M,1,10,
Beohari,2015-12-04,SolarPanel,E,1,1,
Beohari,2015-12-04,SolarPanel,P,1,19,
Beohari,2015-12-05,PackageBox,P,1,1,
Beohari,2015-12-06,Battery,T,1,1,
Beohari,2015-12-06,LEDFace,P,1,3,
Beohari,2015-12-06,PackageBox,P,1,1,
Beohari,2015-12-06,PCB,T,2,3,
Beohari,2015-12-07,BaseBottom,P,1,1,
Beohari,2015-12-07,Battery,T,1,3,
Beohari,2015-12-07,GooseNeck,P,1,1,
Beohari,2015-12-07,LEDStrip,T,1,2,
Beohari,2015-12-07,LoadWire,T,1,3,
Beohari,2015-12-07,PCB,T,1,2,
Beohari,2015-12-08,LEDReflector,P,1,2,
Beohari,2015-12-08,PCB,T,1,2,
Beohari,2015-12-08,SolarPanel,T,1,2,
Beohari,2015-12-09,GooseNeck,P,1,1,
Beohari,2015-12-09,PCB,T,1,5,
Beohari,2015-12-11,LEDFace,P,1,2,
Beohari,2015-12-11,LEDReflector,P,1,1,
Beohari,2015-12-11,PCB,T,1,2,
Beohari,2015-12-26,Battery,E,1,1,
Beohari,2015-12-26,GooseNeck,E,1,5,
Beohari,2015-12-26,LoadWire,M,1,1,
Beohari,2015-12-26,PackageBox,M,1,4,
Beohari,2015-12-26,PCB,M,1,1,
Beohari,2015-12-26,SolarPanel,E,1,2,
Beohari,2015-12-28,Battery,T,1,2,
Beohari,2015-12-28,GooseNeck,P,1,1,
